image,label
./patch_data/image/mx85-nd-acqusition-8-ch1_patch41.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch41.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch42.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch42.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch43.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch43.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch44.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch44.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch45.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch45.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch46.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch46.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch47.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch47.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch48.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch48.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch49.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch49.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch50.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch50.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch51.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch51.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch52.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch52.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch53.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch53.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch54.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch54.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch55.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch55.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch56.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch56.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch57.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch57.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch58.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch58.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch59.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch59.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch60.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch60.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch61.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch61.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch62.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch62.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch63.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch63.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch64.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch64.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch65.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch65.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch66.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch66.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch67.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch67.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch68.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch68.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch69.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch69.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch70.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch70.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch71.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch71.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch72.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch72.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch73.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch73.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch74.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch74.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch75.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch75.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch76.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch76.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch77.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch77.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch78.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch78.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch79.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch79.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch80.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch80.tif
./patch_data/image/mx85-nd-acqusition-8-ch1_patch81.tif,./patch_data/labels/mx85-nd-acqusition-8-ground-truth_patch81.tif
